"1","0","OOOOOVERTURE","BEYOOOOONDS","BEYOOOOONDS","オープニング","SPBY001","SPBY001001",,,"2161"
"2","1","眼鏡の男の子","BEYOOOOONDS","BEYOOOOONDS",,"SPBY001","SPBY001001",,,"2137"
"3","2","恋のおスウィング","BEYOOOOONDS","BEYOOOOONDS",,"SPBY001","SPBY001001",,,"2168"
"4","3","文化祭実行委員長の恋","BEYOOOOONDS","BEYOOOOONDS",,"SPBY001","SPBY001001",,,"2141"
"5","4","元年バンジージャンプ","BEYOOOOONDS","BEYOOOOONDS",,"SPBY001","SPBY001001",,,"2169"
"6","5","GIRL ZONE","雨ノ森 川海","雨ノ森 川海",,"SPBY001","SPBY001001",,,"2140"
"7","6","そこらのやつとは同じにされたくない","BEYOOOOONDS","BEYOOOOONDS",,"SPBY001","SPBY001001",,,"2165"
"8","7","夢幻クライマックス","平井・小林・里吉","℃-ute","ダンスパフォーマンス","SPBY001","SPBY001001",,,"1925"
"9","8","We Need a Name!","平井・小林・里吉","平井・小林・里吉",,"SPBY001","SPBY001001",,"曲前に寸劇とラップパフォーマンスあり","2164"
"10","9","高輪ゲートウェイ駅ができる頃には","CHICA#TETSU","CHICA#TETSU",,"SPBY001","SPBY001001",,,"2163"
"11","10","都営大江戸線の六本木駅で抱きしめて","CHICA#TETSU","CHICA#TETSU",,"SPBY001","SPBY001001",,,"2142"
"12","11","きのこたけのこ大戦記","BEYOOOOONDS","BEYOOOOONDS",,"SPBY001","SPBY001001",,,"2166"
"13","12","アツイ!","BEYOOOOONDS","BEYOOOOONDS",,"SPBY001","SPBY001001",,,"2162"
"14","13","恋愛奉行","BEYOOOOONDS","BEYOOOOONDS",,"SPBY001","SPBY001001",,,"2170"
"15","14","Go Waist","BEYOOOOONDS","BEYOOOOONDS",,"SPBY001","SPBY001001",,"ワークアウト回替わり","2139"
"16","15","伸びしろ〜Beyond the World〜","BEYOOOOONDS","BEYOOOOONDS",,"SPBY001","SPBY001001",,,"2171"
"17","16","ニッポンノD・N・A!","BEYOOOOONDS","BEYOOOOONDS","EN","SPBY001","SPBY001001",,"間奏の主張回替わり：岡村、山﨑、西田、前田","2138"
"18","0","OOOOOVERTURE","BEYOOOOONDS","BEYOOOOONDS","オープニング","SPBY002","SPBY002001",,,"2161"
"19","1","眼鏡の男の子","BEYOOOOONDS","BEYOOOOONDS",,"SPBY002","SPBY002001",,,"2137"
"20","2","恋のおスウィング","BEYOOOOONDS","BEYOOOOONDS",,"SPBY002","SPBY002001",,,"2168"
"21","3","文化祭実行委員長の恋","BEYOOOOONDS","BEYOOOOONDS",,"SPBY002","SPBY002001",,,"2141"
"22","4","元年バンジージャンプ","BEYOOOOONDS","BEYOOOOONDS",,"SPBY002","SPBY002001",,,"2169"
"23","5","GIRL ZONE","雨ノ森 川海","雨ノ森 川海",,"SPBY002","SPBY002001",,,"2140"
"24","6","そこらのやつとは同じにされたくない","BEYOOOOONDS","BEYOOOOONDS",,"SPBY002","SPBY002001",,,"2165"
"25","7","夢幻クライマックス","平井・小林・里吉","℃-ute","ダンスパフォーマンス","SPBY002","SPBY002001",,,"1925"
"26","8","We Need a Name!","平井・小林・里吉","平井・小林・里吉",,"SPBY002","SPBY002001",,"曲前に寸劇とラップパフォーマンスあり","2164"
"27","9","高輪ゲートウェイ駅ができる頃には","CHICA#TETSU","CHICA#TETSU",,"SPBY002","SPBY002001",,,"2163"
"28","10","都営大江戸線の六本木駅で抱きしめて","CHICA#TETSU","CHICA#TETSU",,"SPBY002","SPBY002001",,,"2142"
"29","11","きのこたけのこ大戦記","BEYOOOOONDS","BEYOOOOONDS",,"SPBY002","SPBY002001",,,"2166"
"30","12","アツイ!","BEYOOOOONDS","BEYOOOOONDS",,"SPBY002","SPBY002001",,,"2162"
"31","13","恋愛奉行","BEYOOOOONDS","BEYOOOOONDS",,"SPBY002","SPBY002001",,,"2170"
"32","14","Go Waist","BEYOOOOONDS","BEYOOOOONDS",,"SPBY002","SPBY002001",,"サンリオキャラクター登場","2139"
"33","15","伸びしろ〜Beyond the World〜","BEYOOOOONDS","BEYOOOOONDS",,"SPBY002","SPBY002001",,,"2171"
"34","16","ニッポンノD・N・A!","BEYOOOOONDS","BEYOOOOONDS","EN","SPBY002","SPBY002001",,,"2138"
"35","0","眼鏡の男の子","BEYOOOOONDS","BEYOOOOONDS","OA","SPMM060","SPMM060001","1日目",,"2137"
"36","0","文化祭実行委員長の恋","BEYOOOOONDS","BEYOOOOONDS","OA","SPMM060","SPMM060001","2日目",,"2141"
"37","1","What is LOVE?","モーニング娘。'19","モーニング娘。'14",,"SPMM060","SPMM060001",,,"1736"
"38","2","I surrender 愛されど愛","モーニング娘。'19","モーニング娘。'19",,"SPMM060","SPMM060001",,,"2113"
"39","3","リゾナント ブルー","モーニング娘。'19","モーニング娘｡",,"SPMM060","SPMM060001",,,"1200"
"40","4","青春小僧が泣いている","モーニング娘。'19","モーニング娘。'15",,"SPMM060","SPMM060001",,,"1821"
"41","5","なんちゃって恋愛","モーニング娘。'19","モーニング娘｡",,"SPMM060","SPMM060001",,,"1356"
"42","6","TIKI BUN","モーニング娘。'19","モーニング娘。'14",,"SPMM060","SPMM060001",,,"1775"
"43","7","気まぐれプリンセス","モーニング娘。'19","モーニング娘｡",,"SPMM060","SPMM060001",,,"1368"
"44","8","笑顔の君は太陽さ","モーニング娘。'19","モーニング娘。'14",,"SPMM060","SPMM060001","1日目",,"1734"
"45","8","時空を超え 宇宙を超え","モーニング娘。'19","モーニング娘。'14",,"SPMM060","SPMM060001","2日目",,"1745"
"46","9","The 摩天楼ショー","モーニング娘。'19","モーニング娘｡",,"SPMM060","SPMM060001","1日目",,"1608"
"47","9","スカッとMy Heart","モーニング娘。'19","モーニング娘。'15",,"SPMM060","SPMM060001","2日目",,"1845"
"48","10","この地球の平和を本気で願ってるんだよ!","モーニング娘。'19","モーニング娘｡",,"SPMM060","SPMM060001","1日目",,"1536"
"49","10","泡沫サタデーナイト!","モーニング娘。'19","モーニング娘。'16",,"SPMM060","SPMM060001","2日目",,"1889"
"50","11","まじですかスカ!","モーニング娘。'19","モーニング娘｡",,"SPMM060","SPMM060001","1日目",,"1509"
"51","11","みかん","モーニング娘。'19","モーニング娘｡",,"SPMM060","SPMM060001","2日目",,"1146"
"52","12","弩級のゴーサイン","BEYOOOOONDS","モーニング娘。'17","チャレンジアクト","SPMM060","SPMM060001","1日目",,"2026"
"53","12","青春コレクション","BEYOOOOONDS","モーニング娘｡","チャレンジアクト","SPMM060","SPMM060001","2日目",,"1436"
"54","13","恋してみたくて","モーニング娘。'19","モーニング娘。'19",,"SPMM060","SPMM060001","1日目",,"2114"
"55","13","ジェラシー ジェラシー","モーニング娘。'19","モーニング娘。'17",,"SPMM060","SPMM060001","2日目",,"1949"
"56","14.1","The Vision","モーニング娘。'19","モーニング娘。'16","メドレー","SPMM060","SPMM060001",,,"1890"
"57","14.2","セクシーキャットの演説","モーニング娘。'19","モーニング娘。'16","メドレー","SPMM060","SPMM060001",,,"1928"
"58","14.3","泣いちゃうかも","モーニング娘。'19","モーニング娘｡","メドレー","SPMM060","SPMM060001",,,"1309"
"59","14.4","私のなんにもわかっちゃない","モーニング娘。'19","モーニング娘。'15","メドレー","SPMM060","SPMM060001",,,"2036"
"60","14.5","君さえ居れば何も要らない","モーニング娘。'19","モーニング娘｡","メドレー","SPMM060","SPMM060001",,,"1678"
"61","14.6","恋愛ハンター","モーニング娘。'19","モーニング娘｡","メドレー","SPMM060","SPMM060001",,,"1597"
"62","14.7","A gonna","モーニング娘。'19","モーニング娘。'18","メドレー","SPMM060","SPMM060001",,,"2064"
"63","14.8","Oh my wish!","モーニング娘。'19","モーニング娘。'15","メドレー","SPMM060","SPMM060001",,,"1844"
"64","15","青春Night","モーニング娘。'19","モーニング娘。'19",,"SPMM060","SPMM060001",,,"2136"
"65","16","Help me!!","モーニング娘。'19","モーニング娘｡",,"SPMM060","SPMM060001","1日目",,"1649"
"66","16","One・Two・Three","モーニング娘。'19","モーニング娘｡",,"SPMM060","SPMM060001","2日目",,"1607"
"67","17","愛の軍団","モーニング娘。'19","モーニング娘。'14",,"SPMM060","SPMM060001","1日目",,"1701"
"68","17","Are you Happy?","モーニング娘。'19","モーニング娘。'18",,"SPMM060","SPMM060001","2日目",,"2063"
"69","18","君の代わりは居やしない","モーニング娘。'19","モーニング娘。'14",,"SPMM060","SPMM060001","1日目",,"1735"
"70","18","Password is 0","モーニング娘。'19","モーニング娘。'14",,"SPMM060","SPMM060001","2日目",,"1746"
"71","19","わがまま 気のまま 愛のジョーク","モーニング娘。'19","モーニング娘｡",,"SPMM060","SPMM060001",,,"1700"
"72","20","人生Blues","モーニング娘。'19","モーニング娘。'19","EN","SPMM060","SPMM060001",,,"2135"
"73","21","自由な国だから","モーニング娘。'19","モーニング娘。'18","EN","SPMM060","SPMM060001",,,"2096"
"74","22","ENDLESS SKY","モーニング娘。'19","モーニング娘。'15","EN","SPMM060","SPMM060001",,,"1871"
"75","23","Ambitious! 野心的でいいじゃん","モーニング娘。'19","モーニング娘｡","WE","SPMM060","SPMM060001","1日目",,"965"
"76","23","ここにいるぜぇ!","モーニング娘。'19","モーニング娘｡","WE","SPMM060","SPMM060001","2日目",,"483"
"77","0","大人の事情","Juice=Juice","NEXT YOU","OA","SPJJ006","SPJJ006001",,"高崎","1879"
"78","1","裸の裸の裸のKISS","Juice=Juice","Juice=Juice",,"SPJJ006","SPJJ006001",,,"1743"
"79","2","チクタク 私の旬","Juice=Juice","Juice=Juice",,"SPJJ006","SPJJ006001",,,"1836"
"80","3","初めてを経験中","Juice=Juice","Juice=Juice",,"SPJJ006","SPJJ006001",,,"1722"
"81","4","背伸び","Juice=Juice","Juice=Juice",,"SPJJ006","SPJJ006001",,,"1773"
"82","5","香水 (J=J 2015Ver.)","Juice=Juice","Juice=Juice",,"SPJJ006","SPJJ006001",,,"481"
"83","6","GIRLS BE AMBITIOUS","Juice=Juice","Juice=Juice",,"SPJJ006","SPJJ006001",,,"1834"
"84","7","天まで登れ!","Juice=Juice","ハロプロ研修生 feat. Juice=Juice",,"SPJJ006","SPJJ006001",,,"1691"
"85","8","未来へ、さあ走り出せ!","Juice=Juice","Juice=Juice",,"SPJJ006","SPJJ006001",,,"1837"
"86","9","初恋サイダー","Juice=Juice","Buono!",,"SPJJ006","SPJJ006001",,,"1561"
"87","10","CHOICE&CHANCE","Juice=Juice","Juice=Juice",,"SPJJ006","SPJJ006001",,,"1830"
"88","11","私が言う前に抱きしめなきゃね","Juice=Juice","Juice=Juice",,"SPJJ006","SPJJ006001",,,"1676"
"89","12","伊達じゃないよ うちの人生は","Juice=Juice","Juice=Juice",,"SPJJ006","SPJJ006001",,,"1774"
"90","13","Magic of Love (J=J 2015Ver.)","Juice=Juice","Juice=Juice",,"SPJJ006","SPJJ006001",,,"92"
"91","14","ロマンスの途中","Juice=Juice","Juice=Juice",,"SPJJ006","SPJJ006001",,,"1711"
"92","15","ポジティブ元気!","Juice=Juice","後藤真希","EN/回替わり","SPJJ006","SPJJ006001","A",,"849"
"93","15","カラダだけが大人になったんじゃない","Juice=Juice","Juice=Juice","EN/回替わり","SPJJ006","SPJJ006001","B",,"1875"
"94","16","生まれたてのBaby Love","Juice=Juice","Juice=Juice","EN","SPJJ006","SPJJ006001",,,"1832"
"95","17","続いていくSTORY","Juice=Juice","Juice=Juice","EN","SPJJ006","SPJJ006001",,"千秋楽のみ","1838"
"96","0","ドレドレ","Lovelys","Lovelys",,"CC17001","CC17001001",,,"3125"
"97","1","ありがた迷惑物語","ハロプロ研修生","ハロプロ研修生",,"CC17001","CC17001001",,,"2024"
"98","2","目立ってDo Dance","ハロプロ研修生","ハロプロ研修生",,"CC17001","CC17001001",,,"2070"
"99","3","Good Boy Bad Girl","カントリー・ガールズ","カントリー・ガールズ",,"CC17001","CC17001001",,,"1943"
"100","4","浮気なハニーパイ","カントリー・ガールズ","カントリー娘。に紺野と藤本(モーニング娘。)",,"CC17001","CC17001001",,,"637"
"101","5","小生意気ガール","カントリー・ガールズ","カントリー・ガールズ",,"CC17001","CC17001001",,,"1999"
"102","6","妄想リハーサル","カントリー・ガールズ","カントリー・ガールズ",,"CC17001","CC17001001",,,"1981"
"103","7","気ままな片想い","カントリー・ガールズ","カントリー・ガールズ",,"CC17001","CC17001001",,,"1985"
"104","8","初恋サンライズ","つばきファクトリー","つばきファクトリー",,"CC17001","CC17001001",,"小片欠","1945"
"105","9","就活センセーション","つばきファクトリー","つばきファクトリー",,"CC17001","CC17001001",,"小片欠","1995"
"106","10","うるわしのカメリア","つばきファクトリー","つばきファクトリー",,"CC17001","CC17001001",,"小片欠","1947"
"107","11","ハナモヨウ","つばきファクトリー","つばきファクトリー",,"CC17001","CC17001001",,"小片欠","1997"
"108","12","低温火傷","つばきファクトリー","つばきファクトリー",,"CC17001","CC17001001",,"小片欠","2053"
"109","13","念には念","こぶしファクトリー","こぶしファクトリー",,"CC17001","CC17001001",,,"1814"
"110","14","チョット愚直に! 猪突猛進(アカペラ Ver.)","こぶしファクトリー","こぶしファクトリー",,"CC17001","CC17001001",,,"1877"
"111","15","エエジャナイカ ニンジャナイカ","こぶしファクトリー","こぶしファクトリー",,"CC17001","CC17001001",,,"1974"
"112","16","シャララ! やれるはずさ","こぶしファクトリー","こぶしファクトリー",,"CC17001","CC17001001",,,"1973"
"113","17","辛夷の花","こぶしファクトリー","こぶしファクトリー",,"CC17001","CC17001001",,,"1937"
"114","18","乙女 パスタに感動","矢口真里・一岡伶奈・高瀬くるみ・清野桃々姫","タンポポ",,"CC17001","CC17001001",,,"145"
"115","19","アレコレしたい!","Juice=Juice","Juice=Juice",,"CC17001","CC17001001",,,"1744"
"116","20","チクタク 私の旬","Juice=Juice","Juice=Juice",,"CC17001","CC17001001",,,"1836"
"117","21","GIRLS BE AMBITIOUS","Juice=Juice","Juice=Juice",,"CC17001","CC17001001",,,"1834"
"118","22","未来へ、さあ走り出せ!","Juice=Juice","Juice=Juice",,"CC17001","CC17001001",,,"1837"
"119","23","五月雨美女がさ乱れる","Juice=Juice","Juice=Juice",,"CC17001","CC17001001",,,"1683"
"120","24","CHOICE&CHANCE","Juice=Juice","Juice=Juice",,"CC17001","CC17001001",,,"1830"
"121","25","地団駄ダンス","Juice=Juice","Juice=Juice",,"CC17001","CC17001001",,,"1959"
"122","26","Magic of Love (J=J 2015Ver.)","Juice=Juice","Juice=Juice",,"CC17001","CC17001001",,,"92"
"123","27","Fiesta! Fiesta!","Juice=Juice","Juice=Juice",,"CC17001","CC17001001",,,"2001"
"124","28","バッチ来い青春!","こぶしファクトリー・清水佐紀・鈴木愛理","こぶしファクトリー",,"CC17001","CC17001001",,,"1902"
"125","29","Just Try!","つばきファクトリー・清水佐紀・鈴木愛理","つばきファクトリー",,"CC17001","CC17001001",,"小片欠","1946"
"126","30","マナーモード","アンジュルム","アンジュルム",,"CC17001","CC17001001",,,"2043"
"127","31","次々続々","アンジュルム","アンジュルム",,"CC17001","CC17001001",,,"1886"
"128","32","寒いね。","アンジュルム","スマイレージ",,"CC17001","CC17001001",,,"1642"
"129","33","君だけじゃないさ...friends","アンジュルム","アンジュルム",,"CC17001","CC17001001",,,"2045"
"130","34","ドンデンガエシ","アンジュルム","アンジュルム",,"CC17001","CC17001001",,,"1855"
"131","35","大器晩成","アンジュルム","アンジュルム",,"CC17001","CC17001001",,,"1803"
"132","36","ジェラシー ジェラシー","モーニング娘。'17","モーニング娘。'17",,"CC17001","CC17001001",,,"1949"
"133","37","ナルシス カマってちゃん協奏曲第5番","モーニング娘。'17","モーニング娘。'17",,"CC17001","CC17001001",,,"2038"
"134","38","気まぐれプリンセス","モーニング娘。'17","モーニング娘｡",,"CC17001","CC17001001",,,"1368"
"135","39","Say Yeah! -もっとミラクルナイト-","モーニング娘。'17","モーニング娘｡",,"CC17001","CC17001001",,,"177"
"136","40","邪魔しないで Here We Go!","モーニング娘。'17","モーニング娘。'17",,"CC17001","CC17001001",,,"2025"
"137","41","Good Morning","12-13-14期で","モーニング娘｡",,"CC17001","CC17001001",,,"19"
"138","42","サマーナイトタウン","8-10-11期で","モーニング娘｡",,"CC17001","CC17001001",,,"15"
"139","43","みかん","モーニング娘。'17","モーニング娘｡",,"CC17001","CC17001001",,,"1146"
"140","44","五線譜のたすき","モーニング娘。'17","モーニング娘。'17",,"CC17001","CC17001001",,,"2033"
"141","45","One・Two・Three","モーニング娘。'17","モーニング娘｡",,"CC17001","CC17001001",,,"1607"
"142","46","What is LOVE?","モーニング娘。'17","モーニング娘。'14",,"CC17001","CC17001001",,,"1736"
"143","47","JUMP","全員","℃-ute",,"CC17001","CC17001001",,,"1036"
"144","48","お正月","全員",,,"CC17001","CC17001001",,,"271"
"145","0","ドレドレ","Lovelys","Lovelys",,"CC17002","CC17002001",,,"3125"
"146","1","誤爆〜We Can't Go Back〜","室田・川村・一岡・高瀬","一岡伶奈、段原瑠々、川村文乃、高瀬くるみ、清野桃々姫",,"CC17002","CC17002001",,"植村欠","2000"
"147","2","ふるさとの夢","かみいしなか かな","かみいしなか かな",,"CC17002","CC17002001",,,"2042"
"148","3","恋泥棒","山木・広瀬・山岸・新沼・谷本","カントリー・ガールズ",,"CC17002","CC17002001",,"小片欠","1813"
"149","4","気高く咲き誇れ!","山木・広瀬・山岸・新沼・谷本","つばきファクトリー",,"CC17002","CC17002001",,"小片欠","1873"
"150","5","ラーメン大好き小泉さんの唄","山木・広瀬・山岸・新沼・谷本","こぶしファクトリー",,"CC17002","CC17002001",,"小片欠","1848"
"151","6","元気ピカッピカッ!","譜久村・生田・飯窪・石田・佐藤・小田・尾形・野中・加賀","モーニング娘｡",,"CC17002","CC17002001",,,"1419"
"152","7","OK YEAH!","譜久村・生田・飯窪・石田・佐藤・小田・尾形・野中・加賀","モーニング娘｡",,"CC17002","CC17002001",,,"1549"
"153","8","Be Alive","譜久村・生田・飯窪・石田・佐藤・小田・尾形・野中・加賀","モーニング娘｡",,"CC17002","CC17002001",,,"1626"
"154","9","ライバル","清水・熊井・広瀬・山岸・新沼・谷本","Berryz工房",,"CC17002","CC17002001",,"小片欠","1338"
"155","10","cha cha SING","清水・熊井・広瀬・山岸・新沼・谷本","Berryz工房",,"CC17002","CC17002001",,"小片欠","1612"
"156","11","愛あらばIT'S ALL RIGHT","全員","モーニング娘｡",,"CC17002","CC17002001",,,"688"
"157","12","未完成ガール","鈴木愛理","鈴木愛理",,"CC17002","CC17002001",,,"3145"
"158","13","HOW DO YOU LIKE JAPAN? 〜日本はどんな感じでっか?〜","高橋・新垣・譜久村・生田・飯窪・石田・佐藤・小田・尾形・野中・加賀","モーニング娘｡",,"CC17002","CC17002001",,,"935"
"159","14","恋愛ハンター","高橋・新垣・譜久村・生田・飯窪・石田・佐藤・小田・尾形・野中・加賀","モーニング娘｡",,"CC17002","CC17002001",,,"1597"
"160","15","SONGS","高橋・新垣・譜久村・生田・飯窪・石田・佐藤・小田・尾形・野中・加賀","モーニング娘｡",,"CC17002","CC17002001",,,"1317"
"161","16","女と男のララバイゲーム","高橋・新垣・譜久村・生田・飯窪・石田・佐藤・小田・尾形・野中・加賀","モーニング娘｡",,"CC17002","CC17002001",,,"1454"
"162","17","SEXY BOY 〜そよ風に寄り添って〜","高橋・新垣・譜久村・生田・飯窪・石田・佐藤・小田・尾形・野中・加賀","モーニング娘｡",,"CC17002","CC17002001",,,"942"
"163","18","Next is you!","宮崎・金澤・高木・宮本","NEXT YOU",,"CC17002","CC17002001",,"植村欠","1874"
"164","19","風に吹かれて","宮崎・金澤・高木・宮本","Juice=Juice",,"CC17002","CC17002001",,"植村欠","1756"
"165","20","続いていくSTORY","宮崎・金澤・高木・宮本","Juice=Juice",,"CC17002","CC17002001",,"植村欠","1838"
"166","21","大人の事情","宮崎・金澤・高木・宮本","NEXT YOU",,"CC17002","CC17002001",,"植村欠","1879"
"167","22","有頂天LOVE","中西・勝田・室田・上國料・川村","スマイレージ",,"CC17002","CC17002001",,"和田・竹内欠","1523"
"168","23","同じ時給で働く友達の美人ママ","中西・勝田・室田・上國料・川村","スマイレージ",,"CC17002","CC17002001",,"和田・竹内欠","1448"
"169","24","私、ちょいとカワイイ裏番長","中西・勝田・室田・上國料・川村","スマイレージ",,"CC17002","CC17002001",,"和田・竹内欠","1643"
"170","25","スキちゃん","中西・勝田・室田・上國料・川村","スマイレージ",,"CC17002","CC17002001",,"和田・竹内欠","1374"
"171","0","戦う大人","Lovelys","Lovelys",,"CC19002","CC19002001",,,"3200"
"172","0","仲間","上々軍団","上々軍団",,"CC19002","CC19002001",,,"9999"
"173","1","恋はアッチャアッチャ","公式アッチャアッチャ応援隊","アンジュルム",,"CC19002","CC19002001",,,"2116"
"174","2","We Need a Name!","平井・小林・里吉","平井・小林・里吉",,"CC19002","CC19002001",,,"2164"
"175","3","都営大江戸線の六本木駅で抱きしめて","BEYOOOOONDS","CHICA#TETSU",,"CC19002","CC19002001",,,"2142"
"176","4","GIRL ZONE","BEYOOOOONDS","雨ノ森 川海",,"CC19002","CC19002001",,,"2140"
"177","5","恋愛奉行","BEYOOOOONDS","BEYOOOOONDS",,"CC19002","CC19002001",,,"2170"
"178","6","初恋サンライズ","つばきファクトリー(山岸・小片・新沼・谷本・岸本・浅倉・小野瑞・小野田紗)","つばきファクトリー",,"CC19002","CC19002001",,,"1945"
"179","7","笑って","つばきファクトリー(山岸・小片・新沼・谷本・岸本・浅倉・小野瑞・小野田紗)","つばきファクトリー",,"CC19002","CC19002001",,,"1996"
"180","8","ハナモヨウ","つばきファクトリー(山岸・小片・新沼・谷本・岸本・浅倉・小野瑞・小野田紗)","つばきファクトリー",,"CC19002","CC19002001",,,"1997"
"181","9","ハッピークラッカー","つばきファクトリー(山岸・小片・新沼・谷本・岸本・浅倉・小野瑞・小野田紗)","つばきファクトリー",,"CC19002","CC19002001",,,"2104"
"182","10","Come with me","こぶしファクトリー","こぶしファクトリー",,"CC19002","CC19002001",,,"2146"
"183","11","好きかもしれない","こぶしファクトリー","こぶしファクトリー",,"CC19002","CC19002001",,,"2147"
"184","12","アンラッキーの事情","こぶしファクトリー","こぶしファクトリー",,"CC19002","CC19002001",,,"2151"
"185","13","明日の私は今日より綺麗","こぶしファクトリー","こぶしファクトリー",,"CC19002","CC19002001",,,"2154"
"186","14","Hello!のテーマ","全員","黄色5／青色7／あか組4",,"CC19002","CC19002001",,,"117"
"187","15","雑煮でケンカしてんじゃねーよ","宮崎由加・牧野真莉愛・川村文乃","宮崎由加(Juice=Juice)、牧野真莉愛(モーニング娘。'17)、川村文乃(アンジュルム)",,"CC19002","CC19002001",,,"2046"
"188","16","Escape","鈴木愛理","鈴木愛理",,"CC19002","CC19002001",,,"3191"
"189","17","Break it down","鈴木愛理","鈴木愛理",,"CC19002","CC19002001",,,"3202"
"190","18","初恋サイダー","鈴木愛理","Buono!",,"CC19002","CC19002001",,,"1561"
"191","19","エイティーン エモーション","アンジュルム(竹内・室田・佐々木・上國料・川村)","スマイレージ",,"CC19002","CC19002001",,,"1748"
"192","20","チョトマテクダサイ!","アンジュルム(竹内・室田・佐々木・上國料・川村)","スマイレージ",,"CC19002","CC19002001",,,"1565"
"193","21","ショートカット","アンジュルム(竹内・室田・佐々木・上國料・川村)","スマイレージ",,"CC19002","CC19002001",,,"1489"
"194","22","ええか!?","アンジュルム(竹内・室田・佐々木・上國料・川村)","スマイレージ",,"CC19002","CC19002001",,,"1731"
"195","23","有頂天LOVE","アンジュルム(竹内・室田・佐々木・上國料・川村)","スマイレージ",,"CC19002","CC19002001",,,"1523"
"196","24","ロマンスの途中","Juice=Juice(金澤・高木・宮本・植村・段原・稲場)","Juice=Juice",,"CC19002","CC19002001",,,"1711"
"197","25","生まれたてのBaby Love","Juice=Juice(金澤・高木・宮本・植村・段原・稲場)","Juice=Juice",,"CC19002","CC19002001",,,"1832"
"198","26","「ひとりで生きられそう」って それってねえ、褒めているの?","Juice=Juice(金澤・高木・宮本・植村あ・段原・稲場)・宮崎由加","Juice=Juice",,"CC19002","CC19002001",,,"2133"
"199","27","25歳永遠説","Juice=Juice(金澤・高木・宮本・植村あ・段原・稲場)・宮崎由加","Juice=Juice",,"CC19002","CC19002001",,,"2134"
"200","28","Wonderful World","Juice=Juice(金澤・高木・宮本・植村・段原・稲場)","Juice=Juice",,"CC19002","CC19002001",,,"1819"
"201","29","Goal〜明日はあっちだよ〜","Juice=Juice(金澤・高木・宮本・植村・段原・稲場)","Juice=Juice",,"CC19002","CC19002001",,,"1969"
"202","30","BRAND NEW MORNING","モーニング娘。'20(譜久村・生田・石田・佐藤・小田・野中・牧野・加賀・横山・森戸)","モーニング娘。'17",,"CC19002","CC19002001",,,"1948"
"203","31","Password is 0","モーニング娘。'20(譜久村・生田・石田・佐藤・小田・野中・牧野・加賀・横山・森戸)","モーニング娘。'14",,"CC19002","CC19002001",,,"1746"
"204","32","Mr.Moonlight 〜愛のビッグバンド〜","モーニング娘。'20(譜久村・生田・石田・佐藤・小田・野中・牧野・加賀・横山・森戸)・工藤遥","モーニング娘｡",,"CC19002","CC19002001",,,"250"
"205","33","Oh my wish!","モーニング娘。'20(譜久村・生田・石田・佐藤・小田・野中・牧野・加賀・横山・森戸)・工藤遥","モーニング娘。'15",,"CC19002","CC19002001",,,"1844"
"206","34","ムキダシで向き合って","モーニング娘。'20(譜久村・生田・石田・佐藤・小田・野中・牧野・加賀・横山・森戸)","モーニング娘。'16",,"CC19002","CC19002001",,,"1929"
